origin,destination,flows,pop.destination
New Bedford_Neighborhood 4,SSC_Maturing Suburbs,,198636
New Bedford_Neighborhood 4,SWAP_Developing Suburbs,,103784
New Bedford_Neighborhood 4,Worcester_North,,37617
New Bedford_Neighborhood 4,,362,
New Bedford_Neighborhood 5,Boston_Allston/Brighton,,75954
New Bedford_Neighborhood 5,Boston_Dorchester,,132393
New Bedford_Neighborhood 5,Boston_Hyde Park,,36604
New Bedford_Neighborhood 5,Boston_Mattapan,,23974
New Bedford_Neighborhood 5,Boston_Roslindale,,28003
New Bedford_Neighborhood 5,Brockton_Ward 1,,20218
New Bedford_Neighborhood 5,Brockton_Ward 2,,12824
New Bedford_Neighborhood 5,Brockton_Ward 4,,20792
New Bedford_Neighborhood 5,Brockton_Ward 5,,13089
New Bedford_Neighborhood 5,Cambridge_All,,101355
New Bedford_Neighborhood 5,CCC_Maturing Suburbs,,201577
New Bedford_Neighborhood 5,CMRPC_Developing Suburbs,,308392
New Bedford_Neighborhood 5,Fall River_Sector 1,,12601
New Bedford_Neighborhood 5,Fall River_Sector 2,,16515
New Bedford_Neighborhood 5,Fall River_Sector 5,,11806
New Bedford_Neighborhood 5,Fall River_Sector 7,,23223
New Bedford_Neighborhood 5,Fall River_Sector 8,,12871
New Bedford_Neighborhood 5,Fall River_Sector 9,,14922
New Bedford_Neighborhood 5,Framingham_All,,66910
New Bedford_Neighborhood 5,ICC_Inner Core,,417536
New Bedford_Neighborhood 5,Lynn_Ward 7,,15589
New Bedford_Neighborhood 5,MAGIC_Maturing Suburbs,,115604
New Bedford_Neighborhood 5,MRPC_Developing Suburbs,,104376
New Bedford_Neighborhood 5,MVPC_Regional Urban Centers,,136397
New Bedford_Neighborhood 5,New Bedford_Neighborhood 1,,18383
New Bedford_Neighborhood 5,New Bedford_Neighborhood 2,84,19765
New Bedford_Neighborhood 5,New Bedford_Neighborhood 3,75,19180
New Bedford_Neighborhood 5,New Bedford_Neighborhood 4,100,16801
New Bedford_Neighborhood 5,New Bedford_Neighborhood 5,7088,19639
New Bedford_Neighborhood 5,OCPC_Developing Suburbs,,184584
New Bedford_Neighborhood 5,PVPC_Regional Urban Centers,,239962
New Bedford_Neighborhood 5,Quincy_South Quincy,,27277
New Bedford_Neighborhood 5,Somerville_2143,,20785
New Bedford_Neighborhood 5,Springfield_Pine Point,,19112
New Bedford_Neighborhood 5,SRPEDD_Developing Suburbs,150,272896
New Bedford_Neighborhood 5,SRPEDD_Regional Urban Centers,,116278
New Bedford_Neighborhood 5,SSC_Maturing Suburbs,,198636
New Bedford_Neighborhood 5,SWAP_Regional Urban Centers,,26799
New Bedford_Neighborhood 5,TRIC_Maturing Suburbs,,172876
New Bedford_Neighborhood 5,TRIC_Regional Urban Centers,,28587
New Bedford_Neighborhood 5,Worcester_North,,37617
New Bedford_Neighborhood 5,,364,
Newton_Ward 2,Boston_Allston/Brighton,52,75954
Newton_Ward 2,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",,45238
Newton_Ward 2,Boston_Charlestown,,15195
Newton_Ward 2,Boston_Dorchester,,132393
Newton_Ward 2,Boston_East Boston,,41604
Newton_Ward 2,Boston_Fenway,,43708
Newton_Ward 2,Boston_Hyde Park,,36604
Newton_Ward 2,Boston_Jamaica Plain,,33881
Newton_Ward 2,Boston_Roslindale,,28003
Newton_Ward 2,Boston_Roxbury,,33389
Newton_Ward 2,Boston_South Boston,,34837
Newton_Ward 2,Boston_South End,,25242
Newton_Ward 2,Boston_West Roxbury,,28753
Newton_Ward 2,Brockton_Ward 1,,20218
Newton_Ward 2,Brockton_Ward 2,,12824
Newton_Ward 2,Brockton_Ward 4,,20792
Newton_Ward 2,Brockton_Ward 5,,13089
Newton_Ward 2,Brockton_Ward 6,,15208
Newton_Ward 2,Brockton_Ward 7,,16616
Newton_Ward 2,BRPC_Developing Suburbs,,46115
Newton_Ward 2,BRPC_Regional Urban Centers,,63046
Newton_Ward 2,BRPC_Rural Towns,,25792
Newton_Ward 2,Cambridge_All,,101355
Newton_Ward 2,CCC_Developing Suburbs,,21906
Newton_Ward 2,CCC_Maturing Suburbs,,201577
Newton_Ward 2,CCC_Rural Towns,,8267
Newton_Ward 2,CMRPC_Developing Suburbs,,308392
Newton_Ward 2,Everett_All,,38037
Newton_Ward 2,Framingham_All,,66910
Newton_Ward 2,FRCOG_Developing Suburbs,,38925
Newton_Ward 2,ICC_Inner Core,243,417536
Newton_Ward 2,ICC_Maturing Suburbs,,52140
Newton_Ward 2,Lawrence_Ward D,,18315
Newton_Ward 2,Lowell_Highlands,,17818
Newton_Ward 2,Lowell_Lower Belvidere,,33301
Newton_Ward 2,Lowell_Pawtucketville,,14355
Newton_Ward 2,Lynn_Ward 3,,22132
Newton_Ward 2,Lynn_Ward 4,,17440
Newton_Ward 2,Lynn_Ward 7,,15589
Newton_Ward 2,MAGIC_Developing Suburbs,,45932
Newton_Ward 2,MAGIC_Maturing Suburbs,,115604
Newton_Ward 2,Metrowest_Developing Suburbs,,13801
Newton_Ward 2,Metrowest_Maturing Suburbs,84,106807
Newton_Ward 2,Metrowest_Regional Urban Centers,,36255
Newton_Ward 2,MRPC_Developing Suburbs,,104376
Newton_Ward 2,MRPC_Regional Urban Centers,,110984
Newton_Ward 2,MRPC_Rural Towns,,19547
Newton_Ward 2,MVC_Developing Suburbs,,14987
Newton_Ward 2,MVPC_Developing Suburbs,,110116
Newton_Ward 2,MVPC_Regional Urban Centers,,136397
Newton_Ward 2,Newton_Ward 2,11112,24821
Newton_Ward 2,Newton_Ward 3,65,14603
Newton_Ward 2,Newton_Ward 5,67,20214
Newton_Ward 2,Newton_Ward 7,,12829
Newton_Ward 2,Newton_Ward 8,,11362
Newton_Ward 2,NMCOG_Developing Suburbs,,74368
Newton_Ward 2,NMCOG_Maturing Suburbs,,101690
Newton_Ward 2,NSPC_Maturing Suburbs,,161159
Newton_Ward 2,NSPC_Regional Urban Centers,,37258
Newton_Ward 2,NSTF_Developing Suburbs,,55889
Newton_Ward 2,NSTF_Maturing Suburbs,,63633
Newton_Ward 2,NSTF_Regional Urban Centers,,158671
Newton_Ward 2,OCPC_Developing Suburbs,,184584
Newton_Ward 2,PVPC_Developing Suburbs,,173566
Newton_Ward 2,PVPC_Maturing Suburbs,,15633
Newton_Ward 2,PVPC_Regional Urban Centers,,239962
Newton_Ward 2,Quincy_Houghs Neck,,13394
Newton_Ward 2,Quincy_North Quincy,,17172
Newton_Ward 2,Quincy_Quincy Center,,15681
Newton_Ward 2,Quincy_South Quincy,,27277
Newton_Ward 2,Quincy_Wollaston,,14501
Newton_Ward 2,Somerville_2143,,20785
Newton_Ward 2,Somerville_2144,,29483
Newton_Ward 2,Somerville_2145,,27210
Newton_Ward 2,Springfield_East Forest Park,,10618
Newton_Ward 2,Springfield_South End,,16949
Newton_Ward 2,SRPEDD_Developing Suburbs,,272896
Newton_Ward 2,SRPEDD_Maturing Suburbs,,22414
Newton_Ward 2,SRPEDD_Regional Urban Centers,,116278
Newton_Ward 2,SSC_Developing Suburbs,,41968
Newton_Ward 2,SSC_Maturing Suburbs,,198636
Newton_Ward 2,SWAP_Developing Suburbs,,103784
Newton_Ward 2,SWAP_Regional Urban Centers,,26799
Newton_Ward 2,TRIC_Developing Suburbs,,44628
Newton_Ward 2,TRIC_Maturing Suburbs,63,172876
Newton_Ward 2,TRIC_Regional Urban Centers,,28587
Newton_Ward 2,Worcester_Burncoat,,37561
Newton_Ward 2,Worcester_Doherty,,59480
Newton_Ward 2,Worcester_North,,37617
Newton_Ward 2,,646,
Newton_Ward 3,Boston_Allston/Brighton,,75954
Newton_Ward 3,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",,45238
Newton_Ward 3,Boston_Charlestown,,15195
Newton_Ward 3,Boston_Dorchester,,132393
Newton_Ward 3,Boston_Fenway,,43708
Newton_Ward 3,Boston_Hyde Park,,36604
Newton_Ward 3,Boston_Jamaica Plain,,33881
Newton_Ward 3,Boston_Roslindale,,28003
Newton_Ward 3,Boston_Roxbury,,33389
Newton_Ward 3,Boston_South Boston,,34837
Newton_Ward 3,Boston_South End,,25242
Newton_Ward 3,Boston_West Roxbury,,28753
Newton_Ward 3,Brockton_Ward 1,,20218
Newton_Ward 3,Cambridge_All,,101355
Newton_Ward 3,CCC_Developing Suburbs,,21906
Newton_Ward 3,CCC_Maturing Suburbs,,201577
Newton_Ward 3,CCC_Rural Towns,,8267
Newton_Ward 3,CMRPC_Developing Suburbs,,308392
Newton_Ward 3,Framingham_All,,66910
Newton_Ward 3,ICC_Inner Core,111,417536
Newton_Ward 3,ICC_Maturing Suburbs,,52140
Newton_Ward 3,Lawrence_Ward A,,16297
Newton_Ward 3,MAGIC_Developing Suburbs,,45932
Newton_Ward 3,MAGIC_Maturing Suburbs,,115604
Newton_Ward 3,Metrowest_Maturing Suburbs,,106807
Newton_Ward 3,Metrowest_Regional Urban Centers,,36255
Newton_Ward 3,MRPC_Regional Urban Centers,,110984
Newton_Ward 3,MVPC_Developing Suburbs,,110116
Newton_Ward 3,MVPC_Regional Urban Centers,,136397
Newton_Ward 3,Newton_Ward 2,68,24821
Newton_Ward 3,Newton_Ward 3,5958,14603
Newton_Ward 3,Newton_Ward 5,,20214
Newton_Ward 3,Newton_Ward 7,,12829
Newton_Ward 3,Newton_Ward 8,,11362
Newton_Ward 3,NMCOG_Maturing Suburbs,,101690
Newton_Ward 3,NSPC_Maturing Suburbs,,161159
Newton_Ward 3,NSPC_Regional Urban Centers,,37258
Newton_Ward 3,NSTF_Developing Suburbs,,55889
Newton_Ward 3,NSTF_Regional Urban Centers,,158671
Newton_Ward 3,OCPC_Developing Suburbs,,184584
Newton_Ward 3,PVPC_Developing Suburbs,,173566
Newton_Ward 3,PVPC_Maturing Suburbs,,15633
Newton_Ward 3,PVPC_Regional Urban Centers,,239962
Newton_Ward 3,Quincy_Houghs Neck,,13394
Newton_Ward 3,Quincy_North Quincy,,17172
Newton_Ward 3,Quincy_Quincy Center,,15681
Newton_Ward 3,Quincy_South Quincy,,27277
Newton_Ward 3,Quincy_Wollaston,,14501
Newton_Ward 3,Somerville_2143,,20785
Newton_Ward 3,Somerville_2144,,29483
Newton_Ward 3,Somerville_2145,,27210
Newton_Ward 3,SRPEDD_Developing Suburbs,,272896
Newton_Ward 3,SRPEDD_Maturing Suburbs,,22414
Newton_Ward 3,SSC_Developing Suburbs,,41968
Newton_Ward 3,SSC_Maturing Suburbs,,198636
Newton_Ward 3,SWAP_Developing Suburbs,,103784
Newton_Ward 3,SWAP_Regional Urban Centers,,26799
Newton_Ward 3,TRIC_Developing Suburbs,,44628
Newton_Ward 3,TRIC_Maturing Suburbs,,172876
Newton_Ward 3,TRIC_Regional Urban Centers,,28587
Newton_Ward 3,Worcester_Doherty,,59480
Newton_Ward 3,Worcester_North,,37617
Newton_Ward 3,Worcester_South,,37990
Newton_Ward 3,,314,
Newton_Ward 5,Boston_Allston/Brighton,,75954
Newton_Ward 5,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",,45238
Newton_Ward 5,Boston_Charlestown,,15195
Newton_Ward 5,Boston_Dorchester,,132393
Newton_Ward 5,Boston_East Boston,,41604
Newton_Ward 5,Boston_Fenway,,43708
Newton_Ward 5,Boston_Hyde Park,,36604
Newton_Ward 5,Boston_Jamaica Plain,,33881
Newton_Ward 5,Boston_Mattapan,,23974
Newton_Ward 5,Boston_Roslindale,,28003
Newton_Ward 5,Boston_Roxbury,,33389
Newton_Ward 5,Boston_South Boston,,34837
Newton_Ward 5,Boston_South End,,25242
Newton_Ward 5,Boston_West Roxbury,,28753
Newton_Ward 5,Brockton_Ward 1,,20218
Newton_Ward 5,Brockton_Ward 2,,12824
Newton_Ward 5,Brockton_Ward 4,,20792
Newton_Ward 5,Brockton_Ward 5,,13089
Newton_Ward 5,Brockton_Ward 6,,15208
Newton_Ward 5,Brockton_Ward 7,,16616
Newton_Ward 5,BRPC_Developing Suburbs,,46115
Newton_Ward 5,Cambridge_All,,101355
Newton_Ward 5,CCC_Developing Suburbs,,21906
Newton_Ward 5,CCC_Maturing Suburbs,,201577
Newton_Ward 5,CMRPC_Developing Suburbs,,308392
Newton_Ward 5,CMRPC_Regional Urban Centers,,30538
Newton_Ward 5,Everett_All,,38037
Newton_Ward 5,Framingham_All,,66910
Newton_Ward 5,ICC_Inner Core,111,417536
Newton_Ward 5,ICC_Maturing Suburbs,,52140
Newton_Ward 5,Lowell_Lower Belvidere,,33301
Newton_Ward 5,Lynn_Ward 5,,19986
Newton_Ward 5,MAGIC_Developing Suburbs,,45932
Newton_Ward 5,MAGIC_Maturing Suburbs,,115604
Newton_Ward 5,Metrowest_Developing Suburbs,,13801
Newton_Ward 5,Metrowest_Maturing Suburbs,65,106807
Newton_Ward 5,Metrowest_Regional Urban Centers,,36255
Newton_Ward 5,MRPC_Developing Suburbs,,104376
Newton_Ward 5,MRPC_Regional Urban Centers,,110984
Newton_Ward 5,MVC_Developing Suburbs,,14987
Newton_Ward 5,MVPC_Developing Suburbs,,110116
Newton_Ward 5,MVPC_Regional Urban Centers,,136397
Newton_Ward 5,Newton_Ward 2,55,24821
Newton_Ward 5,Newton_Ward 3,,14603
Newton_Ward 5,Newton_Ward 5,8347,20214
Newton_Ward 5,Newton_Ward 7,,12829
Newton_Ward 5,Newton_Ward 8,,11362
Newton_Ward 5,NMCOG_Maturing Suburbs,,101690
Newton_Ward 5,NSPC_Maturing Suburbs,,161159
Newton_Ward 5,NSPC_Regional Urban Centers,,37258
Newton_Ward 5,NSTF_Developing Suburbs,,55889
Newton_Ward 5,NSTF_Maturing Suburbs,,63633
Newton_Ward 5,NSTF_Regional Urban Centers,,158671
Newton_Ward 5,OCPC_Developing Suburbs,,184584
Newton_Ward 5,PVPC_Developing Suburbs,,173566
Newton_Ward 5,PVPC_Maturing Suburbs,,15633
Newton_Ward 5,PVPC_Regional Urban Centers,,239962
Newton_Ward 5,Quincy_North Quincy,,17172
Newton_Ward 5,Quincy_Quincy Center,,15681
Newton_Ward 5,Quincy_South Quincy,,27277
Newton_Ward 5,Quincy_Wollaston,,14501
Newton_Ward 5,Somerville_2143,,20785
Newton_Ward 5,Somerville_2144,,29483
Newton_Ward 5,Somerville_2145,,27210
Newton_Ward 5,SRPEDD_Developing Suburbs,,272896
Newton_Ward 5,SRPEDD_Maturing Suburbs,,22414
Newton_Ward 5,SRPEDD_Regional Urban Centers,,116278
Newton_Ward 5,SSC_Developing Suburbs,,41968
Newton_Ward 5,SSC_Maturing Suburbs,,198636
Newton_Ward 5,SWAP_Developing Suburbs,,103784
Newton_Ward 5,SWAP_Regional Urban Centers,,26799
Newton_Ward 5,TRIC_Developing Suburbs,,44628
Newton_Ward 5,TRIC_Maturing Suburbs,53,172876
Newton_Ward 5,TRIC_Regional Urban Centers,,28587
Newton_Ward 5,Worcester_Doherty,,59480
Newton_Ward 5,Worcester_North,,37617
Newton_Ward 5,,440,
Newton_Ward 7,Boston_Allston/Brighton,,75954
Newton_Ward 7,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",,45238
Newton_Ward 7,Boston_Charlestown,,15195
Newton_Ward 7,Boston_Dorchester,,132393
Newton_Ward 7,Boston_Fenway,,43708
Newton_Ward 7,Boston_Jamaica Plain,,33881
Newton_Ward 7,Boston_Roslindale,,28003
Newton_Ward 7,Boston_Roxbury,,33389
Newton_Ward 7,Boston_South Boston,,34837
Newton_Ward 7,Boston_South End,,25242
Newton_Ward 7,Boston_West Roxbury,,28753
Newton_Ward 7,Brockton_Ward 1,,20218
Newton_Ward 7,Brockton_Ward 5,,13089
Newton_Ward 7,Brockton_Ward 6,,15208
Newton_Ward 7,Brockton_Ward 7,,16616
Newton_Ward 7,BRPC_Developing Suburbs,,46115
Newton_Ward 7,Cambridge_All,,101355
Newton_Ward 7,CCC_Developing Suburbs,,21906
Newton_Ward 7,CCC_Maturing Suburbs,,201577
Newton_Ward 7,CCC_Rural Towns,,8267
Newton_Ward 7,CMRPC_Developing Suburbs,,308392
Newton_Ward 7,Everett_All,,38037
Newton_Ward 7,Framingham_All,,66910
Newton_Ward 7,ICC_Inner Core,,417536
Newton_Ward 7,MAGIC_Maturing Suburbs,,115604
Newton_Ward 7,Metrowest_Developing Suburbs,,13801
Newton_Ward 7,Metrowest_Maturing Suburbs,,106807
Newton_Ward 7,Metrowest_Regional Urban Centers,,36255
Newton_Ward 7,MRPC_Developing Suburbs,,104376
Newton_Ward 7,MRPC_Regional Urban Centers,,110984
Newton_Ward 7,MVC_Developing Suburbs,,14987
Newton_Ward 7,MVPC_Developing Suburbs,,110116
Newton_Ward 7,New Bedford_Neighborhood 5,,19639
Newton_Ward 7,Newton_Ward 2,,24821
Newton_Ward 7,Newton_Ward 3,,14603
Newton_Ward 7,Newton_Ward 5,,20214
Newton_Ward 7,Newton_Ward 7,3163,12829
Newton_Ward 7,Newton_Ward 8,,11362
Newton_Ward 7,NMCOG_Developing Suburbs,,74368
Newton_Ward 7,NSPC_Maturing Suburbs,,161159
Newton_Ward 7,NSPC_Regional Urban Centers,,37258
Newton_Ward 7,NSTF_Developing Suburbs,,55889
Newton_Ward 7,NSTF_Maturing Suburbs,,63633
Newton_Ward 7,NSTF_Regional Urban Centers,,158671
Newton_Ward 7,OCPC_Developing Suburbs,,184584
Newton_Ward 7,Quincy_North Quincy,,17172
Newton_Ward 7,Quincy_South Quincy,,27277
Newton_Ward 7,Somerville_2143,,20785
Newton_Ward 7,Somerville_2144,,29483
Newton_Ward 7,SRPEDD_Developing Suburbs,,272896
Newton_Ward 7,SSC_Maturing Suburbs,,198636
Newton_Ward 7,SWAP_Developing Suburbs,,103784
Newton_Ward 7,SWAP_Regional Urban Centers,,26799
Newton_Ward 7,TRIC_Developing Suburbs,,44628
Newton_Ward 7,TRIC_Maturing Suburbs,,172876
Newton_Ward 7,TRIC_Regional Urban Centers,,28587
Newton_Ward 7,Worcester_Doherty,,59480
Newton_Ward 7,,199,
Newton_Ward 8,Boston_Allston/Brighton,,75954
Newton_Ward 8,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",,45238
Newton_Ward 8,Boston_Charlestown,,15195
Newton_Ward 8,Boston_Fenway,,43708
Newton_Ward 8,Boston_Hyde Park,,36604
Newton_Ward 8,Boston_Jamaica Plain,,33881
Newton_Ward 8,Boston_Roslindale,,28003
Newton_Ward 8,Boston_South Boston,,34837
Newton_Ward 8,Boston_South End,,25242
Newton_Ward 8,Boston_West Roxbury,,28753
Newton_Ward 8,Brockton_Ward 4,,20792
Newton_Ward 8,Brockton_Ward 6,,15208
Newton_Ward 8,Brockton_Ward 7,,16616
Newton_Ward 8,BRPC_Developing Suburbs,,46115
Newton_Ward 8,Cambridge_All,,101355
Newton_Ward 8,CCC_Maturing Suburbs,,201577
Newton_Ward 8,CCC_Rural Towns,,8267
Newton_Ward 8,CMRPC_Developing Suburbs,,308392
Newton_Ward 8,Framingham_All,,66910
Newton_Ward 8,ICC_Inner Core,,417536
Newton_Ward 8,Lowell_Lower Belvidere,,33301
Newton_Ward 8,MAGIC_Maturing Suburbs,,115604
Newton_Ward 8,Metrowest_Maturing Suburbs,,106807
Newton_Ward 8,MRPC_Regional Urban Centers,,110984
Newton_Ward 8,MVC_Developing Suburbs,,14987
Newton_Ward 8,Newton_Ward 2,,24821
Newton_Ward 8,Newton_Ward 3,,14603
Newton_Ward 8,Newton_Ward 5,,20214
Newton_Ward 8,Newton_Ward 7,,12829
Newton_Ward 8,Newton_Ward 8,4399,11362
Newton_Ward 8,NMCOG_Maturing Suburbs,,101690
Newton_Ward 8,NSPC_Maturing Suburbs,,161159
Newton_Ward 8,NSPC_Regional Urban Centers,,37258
Newton_Ward 8,NSTF_Regional Urban Centers,,158671
Newton_Ward 8,OCPC_Developing Suburbs,,184584
Newton_Ward 8,Quincy_North Quincy,,17172
Newton_Ward 8,Quincy_South Quincy,,27277
Newton_Ward 8,Quincy_Wollaston,,14501
Newton_Ward 8,Somerville_2144,,29483
Newton_Ward 8,Somerville_2145,,27210
Newton_Ward 8,SRPEDD_Developing Suburbs,,272896
Newton_Ward 8,SRPEDD_Regional Urban Centers,,116278
Newton_Ward 8,SSC_Maturing Suburbs,,198636
Newton_Ward 8,SWAP_Developing Suburbs,,103784
Newton_Ward 8,TRIC_Developing Suburbs,,44628
Newton_Ward 8,TRIC_Maturing Suburbs,,172876
Newton_Ward 8,TRIC_Regional Urban Centers,,28587
Newton_Ward 8,Worcester_Doherty,,59480
Newton_Ward 8,,239,
NMCOG_Developing Suburbs,Boston_Allston/Brighton,,75954
NMCOG_Developing Suburbs,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",,45238
NMCOG_Developing Suburbs,Boston_Charlestown,,15195
NMCOG_Developing Suburbs,Boston_Dorchester,,132393
NMCOG_Developing Suburbs,Boston_East Boston,,41604
NMCOG_Developing Suburbs,Boston_Fenway,,43708
NMCOG_Developing Suburbs,Boston_Hyde Park,,36604
NMCOG_Developing Suburbs,Boston_Jamaica Plain,,33881
NMCOG_Developing Suburbs,Boston_Roslindale,,28003
NMCOG_Developing Suburbs,Boston_South Boston,,34837
NMCOG_Developing Suburbs,Boston_South End,,25242
NMCOG_Developing Suburbs,Boston_West Roxbury,,28753
NMCOG_Developing Suburbs,Brockton_Ward 1,,20218
NMCOG_Developing Suburbs,Brockton_Ward 4,,20792
NMCOG_Developing Suburbs,Brockton_Ward 5,,13089
NMCOG_Developing Suburbs,BRPC_Developing Suburbs,,46115
NMCOG_Developing Suburbs,BRPC_Regional Urban Centers,,63046
NMCOG_Developing Suburbs,Cambridge_All,,101355
NMCOG_Developing Suburbs,CCC_Developing Suburbs,,21906
NMCOG_Developing Suburbs,CCC_Maturing Suburbs,,201577
NMCOG_Developing Suburbs,Chelsea_Ward 3,,17797
NMCOG_Developing Suburbs,Chelsea_Ward 4,,17283
NMCOG_Developing Suburbs,CMRPC_Developing Suburbs,,308392
NMCOG_Developing Suburbs,CMRPC_Regional Urban Centers,,30538
NMCOG_Developing Suburbs,Everett_All,,38037
NMCOG_Developing Suburbs,Framingham_All,,66910
NMCOG_Developing Suburbs,FRCOG_Developing Suburbs,,38925
NMCOG_Developing Suburbs,FRCOG_Rural Towns,,32610
NMCOG_Developing Suburbs,ICC_Inner Core,70,417536
NMCOG_Developing Suburbs,ICC_Maturing Suburbs,,52140
NMCOG_Developing Suburbs,Lawrence_Ward A,,16297
NMCOG_Developing Suburbs,Lawrence_Ward E,,12811
NMCOG_Developing Suburbs,Lawrence_Ward F,,10378
NMCOG_Developing Suburbs,Lowell_Acre,,12072
NMCOG_Developing Suburbs,Lowell_Centralville,70,15808
NMCOG_Developing Suburbs,Lowell_Highlands,,17818
NMCOG_Developing Suburbs,Lowell_Lower Belvidere,75,33301
NMCOG_Developing Suburbs,Lowell_Lower Highlands,,11813
NMCOG_Developing Suburbs,Lowell_Pawtucketville,80,14355
NMCOG_Developing Suburbs,Lynn_Ward 1,,13903
NMCOG_Developing Suburbs,Lynn_Ward 3,,22132
NMCOG_Developing Suburbs,Lynn_Ward 5,,19986
NMCOG_Developing Suburbs,Lynn_Ward 7,,15589
NMCOG_Developing Suburbs,MAGIC_Developing Suburbs,,45932
NMCOG_Developing Suburbs,MAGIC_Maturing Suburbs,50,115604
NMCOG_Developing Suburbs,Metrowest_Developing Suburbs,,13801
NMCOG_Developing Suburbs,Metrowest_Maturing Suburbs,,106807
NMCOG_Developing Suburbs,Metrowest_Regional Urban Centers,,36255
NMCOG_Developing Suburbs,MRPC_Developing Suburbs,137,104376
NMCOG_Developing Suburbs,MRPC_Regional Urban Centers,,110984
NMCOG_Developing Suburbs,MRPC_Rural Towns,,19547
NMCOG_Developing Suburbs,MVC_Developing Suburbs,,14987
NMCOG_Developing Suburbs,MVPC_Developing Suburbs,,110116
NMCOG_Developing Suburbs,MVPC_Regional Urban Centers,60,136397
NMCOG_Developing Suburbs,New Bedford_Neighborhood 4,,16801
NMCOG_Developing Suburbs,Newton_Ward 2,,24821
NMCOG_Developing Suburbs,Newton_Ward 3,,14603
NMCOG_Developing Suburbs,Newton_Ward 7,,12829
NMCOG_Developing Suburbs,Newton_Ward 8,,11362
NMCOG_Developing Suburbs,NMCOG_Developing Suburbs,35952,74368
NMCOG_Developing Suburbs,NMCOG_Maturing Suburbs,169,101690
NMCOG_Developing Suburbs,NSPC_Maturing Suburbs,55,161159
NMCOG_Developing Suburbs,NSPC_Regional Urban Centers,,37258
NMCOG_Developing Suburbs,NSTF_Developing Suburbs,,55889
NMCOG_Developing Suburbs,NSTF_Maturing Suburbs,,63633
NMCOG_Developing Suburbs,NSTF_Regional Urban Centers,,158671
NMCOG_Developing Suburbs,OCPC_Developing Suburbs,,184584
NMCOG_Developing Suburbs,PVPC_Maturing Suburbs,,15633
NMCOG_Developing Suburbs,PVPC_Regional Urban Centers,,239962
NMCOG_Developing Suburbs,PVPC_Rural Towns,,27236
NMCOG_Developing Suburbs,Quincy_North Quincy,,17172
NMCOG_Developing Suburbs,Quincy_Quincy Center,,15681
NMCOG_Developing Suburbs,Somerville_2143,,20785
NMCOG_Developing Suburbs,Somerville_2144,,29483
NMCOG_Developing Suburbs,Somerville_2145,,27210
NMCOG_Developing Suburbs,Springfield_East Forest Park,,10618
NMCOG_Developing Suburbs,Springfield_Liberty Heights,,17819
NMCOG_Developing Suburbs,SRPEDD_Developing Suburbs,,272896
NMCOG_Developing Suburbs,SRPEDD_Maturing Suburbs,,22414
NMCOG_Developing Suburbs,SRPEDD_Regional Urban Centers,,116278
NMCOG_Developing Suburbs,SSC_Developing Suburbs,,41968
NMCOG_Developing Suburbs,SSC_Maturing Suburbs,,198636
NMCOG_Developing Suburbs,SWAP_Developing Suburbs,,103784
NMCOG_Developing Suburbs,SWAP_Regional Urban Centers,,26799
NMCOG_Developing Suburbs,TRIC_Maturing Suburbs,,172876
NMCOG_Developing Suburbs,TRIC_Regional Urban Centers,,28587
NMCOG_Developing Suburbs,Worcester_Burncoat,,37561
NMCOG_Developing Suburbs,Worcester_North,,37617
NMCOG_Developing Suburbs,Worcester_South,,37990
NMCOG_Developing Suburbs,,1624,
NMCOG_Maturing Suburbs,Boston_Allston/Brighton,,75954
NMCOG_Maturing Suburbs,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",,45238
NMCOG_Maturing Suburbs,Boston_Charlestown,,15195
NMCOG_Maturing Suburbs,Boston_Dorchester,,132393
NMCOG_Maturing Suburbs,Boston_East Boston,,41604
NMCOG_Maturing Suburbs,Boston_Fenway,,43708
NMCOG_Maturing Suburbs,Boston_Hyde Park,,36604
NMCOG_Maturing Suburbs,Boston_Jamaica Plain,,33881
NMCOG_Maturing Suburbs,Boston_Roslindale,,28003
NMCOG_Maturing Suburbs,Boston_Roxbury,,33389
NMCOG_Maturing Suburbs,Boston_South Boston,,34837
NMCOG_Maturing Suburbs,Boston_South End,,25242
NMCOG_Maturing Suburbs,Brockton_Ward 2,,12824
NMCOG_Maturing Suburbs,Brockton_Ward 5,,13089
NMCOG_Maturing Suburbs,BRPC_Developing Suburbs,,46115
NMCOG_Maturing Suburbs,Cambridge_All,,101355
NMCOG_Maturing Suburbs,CCC_Developing Suburbs,,21906
NMCOG_Maturing Suburbs,CCC_Maturing Suburbs,,201577
NMCOG_Maturing Suburbs,CCC_Rural Towns,,8267
NMCOG_Maturing Suburbs,Chelsea_Ward 3,,17797
NMCOG_Maturing Suburbs,Chelsea_Ward 4,,17283
NMCOG_Maturing Suburbs,CMRPC_Developing Suburbs,,308392
NMCOG_Maturing Suburbs,CMRPC_Regional Urban Centers,,30538
NMCOG_Maturing Suburbs,Everett_All,,38037
NMCOG_Maturing Suburbs,Fall River_Sector 7,,23223
