origin,destination,flows,pop.destination
Boston_Roxbury,MRPC_Developing Suburbs,,104376
Boston_Roxbury,MRPC_Regional Urban Centers,,110984
Boston_Roxbury,MVPC_Developing Suburbs,,110116
Boston_Roxbury,MVPC_Regional Urban Centers,,136397
Boston_Roxbury,New Bedford_Neighborhood 1,,18383
Boston_Roxbury,New Bedford_Neighborhood 3,,19180
Boston_Roxbury,New Bedford_Neighborhood 4,,16801
Boston_Roxbury,New Bedford_Neighborhood 5,,19639
Boston_Roxbury,Newton_Ward 2,,24821
Boston_Roxbury,Newton_Ward 3,,14603
Boston_Roxbury,Newton_Ward 5,,20214
Boston_Roxbury,Newton_Ward 7,,12829
Boston_Roxbury,NMCOG_Developing Suburbs,,74368
Boston_Roxbury,NMCOG_Maturing Suburbs,,101690
Boston_Roxbury,NSPC_Maturing Suburbs,,161159
Boston_Roxbury,NSPC_Regional Urban Centers,,37258
Boston_Roxbury,NSTF_Regional Urban Centers,,158671
Boston_Roxbury,OCPC_Developing Suburbs,,184584
Boston_Roxbury,PVPC_Regional Urban Centers,,239962
Boston_Roxbury,Quincy_Houghs Neck,,13394
Boston_Roxbury,Quincy_North Quincy,,17172
Boston_Roxbury,Quincy_Quincy Center,,15681
Boston_Roxbury,Quincy_South Quincy,,27277
Boston_Roxbury,Quincy_Wollaston,,14501
Boston_Roxbury,Somerville_2143,,20785
Boston_Roxbury,Somerville_2144,,29483
Boston_Roxbury,Somerville_2145,,27210
Boston_Roxbury,Springfield_Forest Park,,24733
Boston_Roxbury,Springfield_Liberty Heights,,17819
Boston_Roxbury,Springfield_McKnight,,28486
Boston_Roxbury,SRPEDD_Developing Suburbs,,272896
Boston_Roxbury,SRPEDD_Regional Urban Centers,,116278
Boston_Roxbury,SSC_Developing Suburbs,,41968
Boston_Roxbury,SSC_Maturing Suburbs,,198636
Boston_Roxbury,SWAP_Developing Suburbs,,103784
Boston_Roxbury,SWAP_Regional Urban Centers,,26799
Boston_Roxbury,TRIC_Maturing Suburbs,,172876
Boston_Roxbury,TRIC_Regional Urban Centers,,28587
Boston_Roxbury,Worcester_Burncoat,,37561
Boston_Roxbury,Worcester_Doherty,,59480
Boston_Roxbury,Worcester_North,,37617
Boston_Roxbury,Worcester_South,,37990
Boston_Roxbury,,1045,
Boston_South Boston,Boston_Allston/Brighton,,75954
Boston_South Boston,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",125,45238
Boston_South Boston,Boston_Charlestown,,15195
Boston_South Boston,Boston_Dorchester,198,132393
Boston_South Boston,Boston_East Boston,,41604
Boston_South Boston,Boston_Fenway,,43708
Boston_South Boston,Boston_Hyde Park,,36604
Boston_South Boston,Boston_Jamaica Plain,,33881
Boston_South Boston,Boston_Mattapan,,23974
Boston_South Boston,Boston_Roslindale,,28003
Boston_South Boston,Boston_Roxbury,,33389
Boston_South Boston,Boston_South Boston,15633,34837
Boston_South Boston,Boston_South End,61,25242
Boston_South Boston,Boston_West Roxbury,,28753
Boston_South Boston,Brockton_Ward 1,,20218
Boston_South Boston,Brockton_Ward 4,,20792
Boston_South Boston,Brockton_Ward 5,,13089
Boston_South Boston,Brockton_Ward 6,,15208
Boston_South Boston,Brockton_Ward 7,,16616
Boston_South Boston,BRPC_Developing Suburbs,,46115
Boston_South Boston,BRPC_Regional Urban Centers,,63046
Boston_South Boston,Cambridge_All,50,101355
Boston_South Boston,CCC_Developing Suburbs,,21906
Boston_South Boston,CCC_Maturing Suburbs,,201577
Boston_South Boston,CCC_Rural Towns,,8267
Boston_South Boston,Chelsea_Ward 3,,17797
Boston_South Boston,Chelsea_Ward 4,,17283
Boston_South Boston,CMRPC_Developing Suburbs,,308392
Boston_South Boston,CMRPC_Regional Urban Centers,,30538
Boston_South Boston,Everett_All,,38037
Boston_South Boston,Fall River_Sector 1,,12601
Boston_South Boston,Fall River_Sector 8,,12871
Boston_South Boston,Fall River_Sector 9,,14922
Boston_South Boston,Framingham_All,,66910
Boston_South Boston,FRCOG_Developing Suburbs,,38925
Boston_South Boston,FRCOG_Rural Towns,,32610
Boston_South Boston,ICC_Inner Core,166,417536
Boston_South Boston,ICC_Maturing Suburbs,,52140
Boston_South Boston,Lawrence_Ward D,,18315
Boston_South Boston,Lawrence_Ward E,,12811
Boston_South Boston,Lowell_Acre,,12072
Boston_South Boston,Lowell_Highlands,,17818
Boston_South Boston,Lowell_Lower Belvidere,,33301
Boston_South Boston,Lowell_Pawtucketville,,14355
Boston_South Boston,Lynn_Ward 1,,13903
Boston_South Boston,Lynn_Ward 3,,22132
Boston_South Boston,Lynn_Ward 4,,17440
Boston_South Boston,Lynn_Ward 7,,15589
Boston_South Boston,MAGIC_Developing Suburbs,,45932
Boston_South Boston,MAGIC_Maturing Suburbs,,115604
Boston_South Boston,Metrowest_Developing Suburbs,,13801
Boston_South Boston,Metrowest_Maturing Suburbs,,106807
Boston_South Boston,Metrowest_Regional Urban Centers,,36255
Boston_South Boston,MRPC_Developing Suburbs,,104376
Boston_South Boston,MRPC_Regional Urban Centers,,110984
Boston_South Boston,MVPC_Developing Suburbs,,110116
Boston_South Boston,MVPC_Regional Urban Centers,,136397
Boston_South Boston,New Bedford_Neighborhood 1,,18383
Boston_South Boston,New Bedford_Neighborhood 3,,19180
Boston_South Boston,Newton_Ward 2,,24821
Boston_South Boston,Newton_Ward 3,,14603
Boston_South Boston,Newton_Ward 5,,20214
Boston_South Boston,Newton_Ward 8,,11362
Boston_South Boston,NMCOG_Developing Suburbs,,74368
Boston_South Boston,NMCOG_Maturing Suburbs,,101690
Boston_South Boston,NSPC_Maturing Suburbs,50,161159
Boston_South Boston,NSPC_Regional Urban Centers,,37258
Boston_South Boston,NSTF_Developing Suburbs,,55889
Boston_South Boston,NSTF_Maturing Suburbs,,63633
Boston_South Boston,NSTF_Regional Urban Centers,,158671
Boston_South Boston,OCPC_Developing Suburbs,64,184584
Boston_South Boston,PVPC_Developing Suburbs,,173566
Boston_South Boston,PVPC_Maturing Suburbs,,15633
Boston_South Boston,PVPC_Regional Urban Centers,,239962
Boston_South Boston,PVPC_Rural Towns,,27236
Boston_South Boston,Quincy_Houghs Neck,,13394
Boston_South Boston,Quincy_North Quincy,,17172
Boston_South Boston,Quincy_Quincy Center,,15681
Boston_South Boston,Quincy_South Quincy,50,27277
Boston_South Boston,Quincy_Wollaston,,14501
Boston_South Boston,Somerville_2143,,20785
Boston_South Boston,Somerville_2144,,29483
Boston_South Boston,Somerville_2145,,27210
Boston_South Boston,Springfield_East Forest Park,,10618
Boston_South Boston,Springfield_South End,,16949
Boston_South Boston,SRPEDD_Developing Suburbs,,272896
Boston_South Boston,SRPEDD_Maturing Suburbs,,22414
Boston_South Boston,SRPEDD_Regional Urban Centers,,116278
Boston_South Boston,SSC_Developing Suburbs,,41968
Boston_South Boston,SSC_Maturing Suburbs,248,198636
Boston_South Boston,SWAP_Developing Suburbs,,103784
Boston_South Boston,TRIC_Developing Suburbs,,44628
Boston_South Boston,TRIC_Maturing Suburbs,75,172876
Boston_South Boston,TRIC_Regional Urban Centers,,28587
Boston_South Boston,Worcester_Burncoat,,37561
Boston_South Boston,Worcester_Doherty,,59480
Boston_South Boston,Worcester_South,,37990
Boston_South Boston,,1083,
Boston_South End,Boston_Allston/Brighton,50,75954
Boston_South End,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",243,45238
Boston_South End,Boston_Charlestown,,15195
Boston_South End,Boston_Dorchester,143,132393
Boston_South End,Boston_East Boston,,41604
Boston_South End,Boston_Fenway,,43708
Boston_South End,Boston_Hyde Park,,36604
Boston_South End,Boston_Jamaica Plain,,33881
Boston_South End,Boston_Mattapan,,23974
Boston_South End,Boston_Roslindale,,28003
Boston_South End,Boston_Roxbury,77,33389
Boston_South End,Boston_South Boston,94,34837
Boston_South End,Boston_South End,13244,25242
Boston_South End,Boston_West Roxbury,,28753
Boston_South End,Brockton_Ward 1,,20218
Boston_South End,Brockton_Ward 2,,12824
Boston_South End,Brockton_Ward 4,,20792
Boston_South End,Brockton_Ward 5,,13089
Boston_South End,Brockton_Ward 6,,15208
Boston_South End,Brockton_Ward 7,,16616
Boston_South End,BRPC_Developing Suburbs,,46115
Boston_South End,Cambridge_All,93,101355
Boston_South End,CCC_Developing Suburbs,,21906
Boston_South End,CCC_Maturing Suburbs,,201577
Boston_South End,CCC_Rural Towns,,8267
Boston_South End,Chelsea_Ward 3,,17797
Boston_South End,Chelsea_Ward 4,,17283
Boston_South End,CMRPC_Developing Suburbs,,308392
Boston_South End,Everett_All,,38037
Boston_South End,Framingham_All,,66910
Boston_South End,ICC_Inner Core,151,417536
Boston_South End,ICC_Maturing Suburbs,,52140
Boston_South End,Lawrence_Ward C,,14242
Boston_South End,Lawrence_Ward D,,18315
Boston_South End,Lawrence_Ward F,,10378
Boston_South End,Lowell_Acre,,12072
Boston_South End,Lowell_Highlands,,17818
Boston_South End,Lowell_Lower Belvidere,,33301
Boston_South End,Lowell_Pawtucketville,,14355
Boston_South End,Lynn_Ward 3,,22132
Boston_South End,Lynn_Ward 4,,17440
Boston_South End,Lynn_Ward 5,,19986
Boston_South End,Lynn_Ward 7,,15589
Boston_South End,MAGIC_Developing Suburbs,,45932
Boston_South End,MAGIC_Maturing Suburbs,,115604
Boston_South End,Metrowest_Developing Suburbs,,13801
Boston_South End,Metrowest_Maturing Suburbs,,106807
Boston_South End,Metrowest_Regional Urban Centers,,36255
Boston_South End,MRPC_Developing Suburbs,,104376
Boston_South End,MRPC_Regional Urban Centers,,110984
Boston_South End,MVC_Developing Suburbs,,14987
Boston_South End,MVPC_Developing Suburbs,,110116
Boston_South End,MVPC_Regional Urban Centers,,136397
Boston_South End,New Bedford_Neighborhood 3,,19180
Boston_South End,Newton_Ward 2,,24821
Boston_South End,Newton_Ward 3,,14603
Boston_South End,Newton_Ward 5,,20214
Boston_South End,Newton_Ward 7,,12829
Boston_South End,Newton_Ward 8,,11362
Boston_South End,NMCOG_Developing Suburbs,,74368
Boston_South End,NMCOG_Maturing Suburbs,,101690
Boston_South End,NSPC_Maturing Suburbs,,161159
Boston_South End,NSPC_Regional Urban Centers,,37258
Boston_South End,NSTF_Developing Suburbs,,55889
Boston_South End,NSTF_Maturing Suburbs,,63633
Boston_South End,NSTF_Regional Urban Centers,,158671
Boston_South End,OCPC_Developing Suburbs,,184584
Boston_South End,PVPC_Developing Suburbs,,173566
Boston_South End,PVPC_Regional Urban Centers,,239962
Boston_South End,Quincy_Houghs Neck,,13394
Boston_South End,Quincy_North Quincy,,17172
Boston_South End,Quincy_Quincy Center,,15681
Boston_South End,Quincy_South Quincy,,27277
Boston_South End,Quincy_Wollaston,,14501
Boston_South End,Somerville_2143,,20785
Boston_South End,Somerville_2144,,29483
Boston_South End,Somerville_2145,,27210
Boston_South End,Springfield_South End,,16949
Boston_South End,SRPEDD_Developing Suburbs,,272896
Boston_South End,SRPEDD_Maturing Suburbs,,22414
Boston_South End,SRPEDD_Regional Urban Centers,,116278
Boston_South End,SSC_Developing Suburbs,,41968
Boston_South End,SSC_Maturing Suburbs,65,198636
Boston_South End,SWAP_Developing Suburbs,,103784
Boston_South End,SWAP_Regional Urban Centers,,26799
Boston_South End,TRIC_Developing Suburbs,,44628
Boston_South End,TRIC_Maturing Suburbs,56,172876
Boston_South End,TRIC_Regional Urban Centers,,28587
Boston_South End,Worcester_Burncoat,,37561
Boston_South End,Worcester_Doherty,,59480
Boston_South End,Worcester_North,,37617
Boston_South End,Worcester_South,,37990
Boston_South End,,1231,
Boston_West Roxbury,Boston_Allston/Brighton,,75954
Boston_West Roxbury,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",,45238
Boston_West Roxbury,Boston_Charlestown,,15195
Boston_West Roxbury,Boston_Dorchester,,132393
Boston_West Roxbury,Boston_East Boston,,41604
Boston_West Roxbury,Boston_Fenway,,43708
Boston_West Roxbury,Boston_Hyde Park,76,36604
Boston_West Roxbury,Boston_Jamaica Plain,,33881
Boston_West Roxbury,Boston_Mattapan,,23974
Boston_West Roxbury,Boston_Roslindale,78,28003
Boston_West Roxbury,Boston_Roxbury,,33389
Boston_West Roxbury,Boston_South Boston,,34837
Boston_West Roxbury,Boston_South End,,25242
Boston_West Roxbury,Boston_West Roxbury,12158,28753
Boston_West Roxbury,Brockton_Ward 1,,20218
Boston_West Roxbury,Brockton_Ward 4,,20792
Boston_West Roxbury,Brockton_Ward 5,,13089
Boston_West Roxbury,Brockton_Ward 6,,15208
Boston_West Roxbury,Cambridge_All,,101355
Boston_West Roxbury,CCC_Developing Suburbs,,21906
Boston_West Roxbury,CCC_Maturing Suburbs,,201577
Boston_West Roxbury,Chelsea_Ward 4,,17283
Boston_West Roxbury,CMRPC_Developing Suburbs,,308392
Boston_West Roxbury,Everett_All,,38037
Boston_West Roxbury,Fall River_Sector 2,,16515
Boston_West Roxbury,Fall River_Sector 9,,14922
Boston_West Roxbury,Framingham_All,,66910
Boston_West Roxbury,FRCOG_Developing Suburbs,,38925
Boston_West Roxbury,ICC_Inner Core,89,417536
Boston_West Roxbury,ICC_Maturing Suburbs,,52140
Boston_West Roxbury,Lowell_Pawtucketville,,14355
Boston_West Roxbury,Lynn_Ward 1,,13903
Boston_West Roxbury,Lynn_Ward 3,,22132
Boston_West Roxbury,Lynn_Ward 4,,17440
Boston_West Roxbury,MAGIC_Developing Suburbs,,45932
Boston_West Roxbury,MAGIC_Maturing Suburbs,,115604
Boston_West Roxbury,Metrowest_Developing Suburbs,,13801
Boston_West Roxbury,Metrowest_Maturing Suburbs,,106807
Boston_West Roxbury,Metrowest_Regional Urban Centers,,36255
Boston_West Roxbury,MRPC_Developing Suburbs,,104376
Boston_West Roxbury,MRPC_Regional Urban Centers,,110984
Boston_West Roxbury,MVC_Developing Suburbs,,14987
Boston_West Roxbury,MVPC_Developing Suburbs,,110116
Boston_West Roxbury,MVPC_Regional Urban Centers,,136397
Boston_West Roxbury,New Bedford_Neighborhood 4,,16801
Boston_West Roxbury,Newton_Ward 2,,24821
Boston_West Roxbury,Newton_Ward 3,,14603
Boston_West Roxbury,Newton_Ward 5,,20214
Boston_West Roxbury,Newton_Ward 7,,12829
Boston_West Roxbury,Newton_Ward 8,,11362
Boston_West Roxbury,NMCOG_Maturing Suburbs,,101690
Boston_West Roxbury,NSPC_Maturing Suburbs,,161159
Boston_West Roxbury,NSTF_Developing Suburbs,,55889
Boston_West Roxbury,NSTF_Regional Urban Centers,,158671
Boston_West Roxbury,OCPC_Developing Suburbs,,184584
Boston_West Roxbury,PVPC_Regional Urban Centers,,239962
Boston_West Roxbury,Quincy_Houghs Neck,,13394
Boston_West Roxbury,Quincy_North Quincy,,17172
Boston_West Roxbury,Quincy_Quincy Center,,15681
Boston_West Roxbury,Quincy_South Quincy,,27277
Boston_West Roxbury,Quincy_Wollaston,,14501
Boston_West Roxbury,Somerville_2143,,20785
Boston_West Roxbury,Somerville_2144,,29483
Boston_West Roxbury,Somerville_2145,,27210
Boston_West Roxbury,Springfield_Liberty Heights,,17819
Boston_West Roxbury,SRPEDD_Developing Suburbs,,272896
Boston_West Roxbury,SRPEDD_Maturing Suburbs,,22414
Boston_West Roxbury,SRPEDD_Regional Urban Centers,,116278
Boston_West Roxbury,SSC_Developing Suburbs,,41968
Boston_West Roxbury,SSC_Maturing Suburbs,,198636
Boston_West Roxbury,SWAP_Developing Suburbs,,103784
Boston_West Roxbury,SWAP_Regional Urban Centers,,26799
Boston_West Roxbury,TRIC_Developing Suburbs,,44628
Boston_West Roxbury,TRIC_Maturing Suburbs,169,172876
Boston_West Roxbury,TRIC_Regional Urban Centers,,28587
Boston_West Roxbury,Worcester_Burncoat,,37561
Boston_West Roxbury,Worcester_North,,37617
Boston_West Roxbury,Worcester_South,,37990
Boston_West Roxbury,,645,
Brockton_Ward 1,Boston_Allston/Brighton,,75954
Brockton_Ward 1,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",,45238
Brockton_Ward 1,Boston_Dorchester,,132393
Brockton_Ward 1,Boston_Hyde Park,,36604
Brockton_Ward 1,Boston_Jamaica Plain,,33881
Brockton_Ward 1,Boston_Mattapan,,23974
Brockton_Ward 1,Boston_Roslindale,,28003
Brockton_Ward 1,Boston_Roxbury,,33389
Brockton_Ward 1,Boston_South Boston,,34837
Brockton_Ward 1,Boston_West Roxbury,,28753
Brockton_Ward 1,Brockton_Ward 1,8463,20218
Brockton_Ward 1,Brockton_Ward 2,,12824
Brockton_Ward 1,Brockton_Ward 4,52,20792
Brockton_Ward 1,Brockton_Ward 5,,13089
Brockton_Ward 1,Brockton_Ward 6,,15208
Brockton_Ward 1,Brockton_Ward 7,,16616
Brockton_Ward 1,Cambridge_All,,101355
Brockton_Ward 1,CCC_Maturing Suburbs,,201577
Brockton_Ward 1,Chelsea_Ward 3,,17797
Brockton_Ward 1,Chelsea_Ward 4,,17283
Brockton_Ward 1,CMRPC_Developing Suburbs,,308392
Brockton_Ward 1,Everett_All,,38037
Brockton_Ward 1,Fall River_Sector 5,,11806
Brockton_Ward 1,Fall River_Sector 7,,23223
Brockton_Ward 1,Fall River_Sector 8,,12871
Brockton_Ward 1,Fall River_Sector 9,,14922
Brockton_Ward 1,Framingham_All,,66910
Brockton_Ward 1,ICC_Inner Core,,417536
Brockton_Ward 1,ICC_Maturing Suburbs,,52140
Brockton_Ward 1,Lynn_Ward 4,,17440
Brockton_Ward 1,Lynn_Ward 7,,15589
Brockton_Ward 1,MAGIC_Maturing Suburbs,,115604
Brockton_Ward 1,Metrowest_Maturing Suburbs,,106807
Brockton_Ward 1,MRPC_Developing Suburbs,,104376
Brockton_Ward 1,MRPC_Regional Urban Centers,,110984
Brockton_Ward 1,MRPC_Rural Towns,,19547
Brockton_Ward 1,MVPC_Regional Urban Centers,,136397
Brockton_Ward 1,New Bedford_Neighborhood 1,,18383
Brockton_Ward 1,New Bedford_Neighborhood 2,,19765
Brockton_Ward 1,Newton_Ward 2,,24821
Brockton_Ward 1,Newton_Ward 5,,20214
Brockton_Ward 1,Newton_Ward 7,,12829
Brockton_Ward 1,Newton_Ward 8,,11362
Brockton_Ward 1,NMCOG_Maturing Suburbs,,101690
Brockton_Ward 1,NSPC_Maturing Suburbs,,161159
Brockton_Ward 1,NSPC_Regional Urban Centers,,37258
Brockton_Ward 1,NSTF_Developing Suburbs,,55889
Brockton_Ward 1,OCPC_Developing Suburbs,89,184584
Brockton_Ward 1,Quincy_Houghs Neck,,13394
Brockton_Ward 1,Quincy_North Quincy,,17172
Brockton_Ward 1,Quincy_South Quincy,,27277
Brockton_Ward 1,Quincy_Wollaston,,14501
Brockton_Ward 1,Somerville_2144,,29483
Brockton_Ward 1,Somerville_2145,,27210
Brockton_Ward 1,SRPEDD_Developing Suburbs,50,272896
Brockton_Ward 1,SRPEDD_Maturing Suburbs,,22414
Brockton_Ward 1,SRPEDD_Regional Urban Centers,,116278
Brockton_Ward 1,SSC_Developing Suburbs,,41968
Brockton_Ward 1,SSC_Maturing Suburbs,,198636
Brockton_Ward 1,SWAP_Developing Suburbs,,103784
Brockton_Ward 1,SWAP_Regional Urban Centers,,26799
Brockton_Ward 1,TRIC_Developing Suburbs,,44628
Brockton_Ward 1,TRIC_Maturing Suburbs,59,172876
Brockton_Ward 1,TRIC_Regional Urban Centers,,28587
Brockton_Ward 1,Worcester_Burncoat,,37561
Brockton_Ward 1,Worcester_Doherty,,59480
Brockton_Ward 1,Worcester_South,,37990
Brockton_Ward 1,,373,
Brockton_Ward 2,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",,45238
Brockton_Ward 2,Boston_Dorchester,,132393
Brockton_Ward 2,Boston_East Boston,,41604
Brockton_Ward 2,Boston_Fenway,,43708
Brockton_Ward 2,Boston_Hyde Park,,36604
Brockton_Ward 2,Boston_Mattapan,,23974
Brockton_Ward 2,Boston_Roslindale,,28003
Brockton_Ward 2,Boston_Roxbury,,33389
Brockton_Ward 2,Boston_South Boston,,34837
Brockton_Ward 2,Brockton_Ward 1,82,20218
Brockton_Ward 2,Brockton_Ward 2,3972,12824
Brockton_Ward 2,Brockton_Ward 4,99,20792
Brockton_Ward 2,Brockton_Ward 5,52,13089
Brockton_Ward 2,Brockton_Ward 6,,15208
Brockton_Ward 2,Brockton_Ward 7,81,16616
Brockton_Ward 2,BRPC_Regional Urban Centers,,63046
Brockton_Ward 2,Cambridge_All,,101355
Brockton_Ward 2,CCC_Maturing Suburbs,,201577
Brockton_Ward 2,Chelsea_Ward 4,,17283
Brockton_Ward 2,CMRPC_Regional Urban Centers,,30538
Brockton_Ward 2,Everett_All,,38037
Brockton_Ward 2,Fall River_Sector 1,,12601
Brockton_Ward 2,Fall River_Sector 5,,11806
Brockton_Ward 2,Fall River_Sector 7,,23223
Brockton_Ward 2,Fall River_Sector 9,,14922
Brockton_Ward 2,Framingham_All,,66910
Brockton_Ward 2,ICC_Inner Core,,417536
Brockton_Ward 2,ICC_Maturing Suburbs,,52140
Brockton_Ward 2,Lowell_Centralville,,15808
Brockton_Ward 2,MAGIC_Maturing Suburbs,,115604
Brockton_Ward 2,Metrowest_Maturing Suburbs,,106807
Brockton_Ward 2,MVPC_Regional Urban Centers,,136397
Brockton_Ward 2,New Bedford_Neighborhood 1,,18383
Brockton_Ward 2,New Bedford_Neighborhood 2,,19765
Brockton_Ward 2,New Bedford_Neighborhood 4,,16801
Brockton_Ward 2,New Bedford_Neighborhood 5,,19639
Brockton_Ward 2,Newton_Ward 2,,24821
Brockton_Ward 2,Newton_Ward 3,,14603
Brockton_Ward 2,Newton_Ward 5,,20214
Brockton_Ward 2,Newton_Ward 8,,11362
Brockton_Ward 2,NMCOG_Developing Suburbs,,74368
Brockton_Ward 2,NMCOG_Maturing Suburbs,,101690
Brockton_Ward 2,NSTF_Regional Urban Centers,,158671
Brockton_Ward 2,OCPC_Developing Suburbs,,184584
Brockton_Ward 2,PVPC_Regional Urban Centers,,239962
Brockton_Ward 2,Quincy_Houghs Neck,,13394
Brockton_Ward 2,Quincy_Quincy Center,,15681
Brockton_Ward 2,Quincy_South Quincy,,27277
Brockton_Ward 2,Quincy_Wollaston,,14501
Brockton_Ward 2,SRPEDD_Developing Suburbs,,272896
Brockton_Ward 2,SRPEDD_Maturing Suburbs,,22414
Brockton_Ward 2,SRPEDD_Regional Urban Centers,,116278
Brockton_Ward 2,SSC_Developing Suburbs,,41968
Brockton_Ward 2,SSC_Maturing Suburbs,,198636
Brockton_Ward 2,SWAP_Developing Suburbs,,103784
Brockton_Ward 2,SWAP_Regional Urban Centers,,26799
Brockton_Ward 2,TRIC_Maturing Suburbs,,172876
Brockton_Ward 2,,282,
Brockton_Ward 4,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",,45238
Brockton_Ward 4,Boston_Dorchester,,132393
Brockton_Ward 4,Boston_East Boston,,41604
Brockton_Ward 4,Boston_Fenway,,43708
Brockton_Ward 4,Boston_Hyde Park,,36604
Brockton_Ward 4,Boston_Jamaica Plain,,33881
Brockton_Ward 4,Boston_Mattapan,,23974
Brockton_Ward 4,Boston_Roslindale,,28003
Brockton_Ward 4,Boston_Roxbury,,33389
Brockton_Ward 4,Boston_South End,,25242
Brockton_Ward 4,Boston_West Roxbury,,28753
Brockton_Ward 4,Brockton_Ward 1,79,20218
Brockton_Ward 4,Brockton_Ward 2,91,12824
Brockton_Ward 4,Brockton_Ward 4,8134,20792
Brockton_Ward 4,Brockton_Ward 5,83,13089
Brockton_Ward 4,Brockton_Ward 6,,15208
Brockton_Ward 4,Brockton_Ward 7,70,16616
Brockton_Ward 4,Cambridge_All,,101355
Brockton_Ward 4,CCC_Maturing Suburbs,,201577
Brockton_Ward 4,Chelsea_Ward 3,,17797
Brockton_Ward 4,CMRPC_Developing Suburbs,,308392
Brockton_Ward 4,Everett_All,,38037
Brockton_Ward 4,Fall River_Sector 1,,12601
Brockton_Ward 4,Fall River_Sector 2,,16515
Brockton_Ward 4,Fall River_Sector 5,,11806
Brockton_Ward 4,Fall River_Sector 7,,23223
Brockton_Ward 4,Fall River_Sector 8,,12871
Brockton_Ward 4,Framingham_All,,66910
Brockton_Ward 4,ICC_Inner Core,,417536
Brockton_Ward 4,ICC_Maturing Suburbs,,52140
Brockton_Ward 4,Lowell_Lower Belvidere,,33301
Brockton_Ward 4,Lowell_Lower Highlands,,11813
Brockton_Ward 4,Lynn_Ward 7,,15589
Brockton_Ward 4,MAGIC_Maturing Suburbs,,115604
Brockton_Ward 4,Metrowest_Maturing Suburbs,,106807
Brockton_Ward 4,Metrowest_Regional Urban Centers,,36255
Brockton_Ward 4,MRPC_Developing Suburbs,,104376
Brockton_Ward 4,MRPC_Regional Urban Centers,,110984
Brockton_Ward 4,MVPC_Developing Suburbs,,110116
Brockton_Ward 4,New Bedford_Neighborhood 2,,19765
Brockton_Ward 4,New Bedford_Neighborhood 5,,19639
Brockton_Ward 4,Newton_Ward 2,,24821
Brockton_Ward 4,Newton_Ward 5,,20214
Brockton_Ward 4,Newton_Ward 7,,12829
Brockton_Ward 4,Newton_Ward 8,,11362
Brockton_Ward 4,NMCOG_Developing Suburbs,,74368
Brockton_Ward 4,NSPC_Maturing Suburbs,,161159
Brockton_Ward 4,NSPC_Regional Urban Centers,,37258
Brockton_Ward 4,NSTF_Maturing Suburbs,,63633
Brockton_Ward 4,NSTF_Regional Urban Centers,,158671
Brockton_Ward 4,OCPC_Developing Suburbs,98,184584
Brockton_Ward 4,PVPC_Developing Suburbs,,173566
Brockton_Ward 4,PVPC_Regional Urban Centers,,239962
Brockton_Ward 4,Quincy_North Quincy,,17172
Brockton_Ward 4,Quincy_Quincy Center,,15681
Brockton_Ward 4,Quincy_South Quincy,,27277
Brockton_Ward 4,Quincy_Wollaston,,14501
Brockton_Ward 4,Somerville_2143,,20785
Brockton_Ward 4,Somerville_2144,,29483
Brockton_Ward 4,Springfield_Forest Park,,24733
Brockton_Ward 4,Springfield_Indian Orchard,,11428
Brockton_Ward 4,SRPEDD_Developing Suburbs,,272896
Brockton_Ward 4,SRPEDD_Maturing Suburbs,,22414
Brockton_Ward 4,SRPEDD_Regional Urban Centers,,116278
Brockton_Ward 4,SSC_Developing Suburbs,,41968
Brockton_Ward 4,SSC_Maturing Suburbs,,198636
Brockton_Ward 4,SWAP_Developing Suburbs,,103784
Brockton_Ward 4,SWAP_Regional Urban Centers,,26799
Brockton_Ward 4,TRIC_Developing Suburbs,,44628
Brockton_Ward 4,TRIC_Maturing Suburbs,,172876
Brockton_Ward 4,TRIC_Regional Urban Centers,,28587
Brockton_Ward 4,Worcester_North,,37617
Brockton_Ward 4,,405,
Brockton_Ward 5,Boston_Allston/Brighton,,75954
Brockton_Ward 5,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",,45238
Brockton_Ward 5,Boston_Charlestown,,15195
Brockton_Ward 5,Boston_Dorchester,,132393
Brockton_Ward 5,Boston_East Boston,,41604
Brockton_Ward 5,Boston_Hyde Park,,36604
Brockton_Ward 5,Boston_Jamaica Plain,,33881
Brockton_Ward 5,Boston_Mattapan,,23974
Brockton_Ward 5,Boston_Roslindale,,28003
Brockton_Ward 5,Boston_Roxbury,,33389
Brockton_Ward 5,Boston_South End,,25242
Brockton_Ward 5,Boston_West Roxbury,,28753
Brockton_Ward 5,Brockton_Ward 1,,20218
Brockton_Ward 5,Brockton_Ward 2,,12824
Brockton_Ward 5,Brockton_Ward 4,60,20792
Brockton_Ward 5,Brockton_Ward 5,6124,13089
Brockton_Ward 5,Brockton_Ward 6,,15208
Brockton_Ward 5,Brockton_Ward 7,,16616
Brockton_Ward 5,Cambridge_All,,101355
Brockton_Ward 5,CCC_Maturing Suburbs,,201577
Brockton_Ward 5,CMRPC_Developing Suburbs,,308392
