"","X","origin","destination","flows","upper","lower","prob.from.origin","prob.from.destination"
"217",217,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End","Quincy_Quincy Center",NA,NA,NA,177.366534236981,198.109863613602
"218",218,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End","Quincy_South Quincy",NA,NA,NA,13.6925615913263,42.8006074619408
"219",219,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End","Quincy_Wollaston",NA,NA,NA,36.709841426269,132.121680052322
"220",220,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End","Somerville_2143",NA,NA,NA,178.630316378784,233.3907328453
"221",221,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End","Somerville_2144",105,130,80,393.465949971775,492.245715871224
"222",222,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End","Somerville_2145",NA,NA,NA,43.0302821962445,116.193072961728
"223",223,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End","Springfield_East Forest Park",0,0,0,-99.9998378258254,-99.9998849015383
"224",224,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End","Springfield_Forest Park",NA,NA,NA,-93.3302303505755,-88.0846196453027
"225",225,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End","Springfield_Indian Orchard",NA,NA,NA,-86.7632920954269,-79.2615656592413
"226",226,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End","Springfield_Liberty Heights",0,0,0,-99.9998877865701,-99.9999321684948
"227",227,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End","Springfield_McKnight",0,0,0,-99.9999221383025,-99.9998456625079
"228",228,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End","Springfield_Pine Point",0,0,0,-99.9998969365618,-99.9999262785517
"229",229,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End","Springfield_Sixteen Acres",0,0,0,-99.9999160457584,-99.9999315658574
"230",230,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End","Springfield_South End",NA,NA,NA,-90.6144584133878,-84.9755732761076
"231",231,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End","SRPEDD_Developing Suburbs",NA,NA,NA,-94.5481050028913,-81.743356580304
"232",232,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End","SRPEDD_Maturing Suburbs",NA,NA,NA,-57.7407644854105,-2.04331820765125
"233",233,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End","SRPEDD_Regional Urban Centers",NA,NA,NA,-89.0331287590534,-67.6556239055996
"234",234,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End","SSC_Developing Suburbs",NA,NA,NA,6.20516497916961,134.762762864701
"235",235,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End","SSC_Maturing Suburbs",171,205,139,16.6517624506155,198.501598830834
"236",236,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End","SWAP_Developing Suburbs",NA,NA,NA,-73.3228972816299,-22.4027466606777
"237",237,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End","SWAP_Regional Urban Centers",NA,NA,NA,-62.6863432337648,-7.48432985396024
"238",238,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End","TRIC_Developing Suburbs",NA,NA,NA,-29.1120043257007,65.493504662757
"239",239,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End","TRIC_Maturing Suburbs",108,139,85,-12.9801780644341,102.603258794661
"240",240,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End","TRIC_Regional Urban Centers",NA,NA,NA,-84.8171097392609,-72.2004837235479
"241",241,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End","Worcester_Burncoat",NA,NA,NA,-84.8315215714289,-74.3648738151999
"242",242,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End","Worcester_Doherty",NA,NA,NA,-86.628731526673,-73.7482028392622
"243",243,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End","Worcester_North",NA,NA,NA,-71.8111224216412,-55.9089787569602
"244",244,"Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End","Worcester_South",NA,NA,NA,-95.4219111564294,-91.971348445521
"245",245,"Boston_Charlestown","Boston_Allston/Brighton",NA,NA,NA,92.1009697482045,138.90544304833
"246",246,"Boston_Charlestown","Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",68,90,47,576.210819465682,569.737409412591
"247",247,"Boston_Charlestown","Boston_Charlestown",9519,9699,9273,NA,NA
"248",248,"Boston_Charlestown","Boston_Dorchester",NA,NA,NA,67.2506341222837,204.224126277665
"249",249,"Boston_Charlestown","Boston_East Boston",NA,NA,NA,144.262295528082,295.343537044464
"250",250,"Boston_Charlestown","Boston_Fenway",NA,NA,NA,167.90477932111,232.860887907958
"251",251,"Boston_Charlestown","Boston_Hyde Park",NA,NA,NA,-40.7063812728349,-10.9087174619262
"252",252,"Boston_Charlestown","Boston_Jamaica Plain",NA,NA,NA,214.192428583058,278.112380311473
"253",253,"Boston_Charlestown","Boston_Mattapan",NA,NA,NA,-1.78702982914204,41.0707627332077
"254",254,"Boston_Charlestown","Boston_Roslindale",NA,NA,NA,-24.7384810846531,-3.93229358317531
"255",255,"Boston_Charlestown","Boston_Roxbury",NA,NA,NA,57.1759048561924,108.417172200095
"256",256,"Boston_Charlestown","Boston_South Boston",NA,NA,NA,856.229366148809,840.071949187837
"257",257,"Boston_Charlestown","Boston_South End",NA,NA,NA,331.306434640125,339.433480774654
"258",258,"Boston_Charlestown","Boston_West Roxbury",NA,NA,NA,181.159169875105,275.318003331409
"259",259,"Boston_Charlestown","Brockton_Ward 1",NA,NA,NA,-19.3559772805598,14.2028655275372
"260",260,"Boston_Charlestown","Brockton_Ward 2",0,0,0,-99.9997605295457,-99.9997452497652
"261",261,"Boston_Charlestown","Brockton_Ward 4",0,0,0,-99.9998749942594,-99.9998212784559
"262",262,"Boston_Charlestown","Brockton_Ward 5",0,0,0,-99.9998337898455,-99.9997859003278
"263",263,"Boston_Charlestown","Brockton_Ward 6",NA,NA,NA,-66.0031764921601,-48.0502260784554
"264",264,"Boston_Charlestown","Brockton_Ward 7",NA,NA,NA,-59.5374577425708,-53.2113349008118
"265",265,"Boston_Charlestown","BRPC_Developing Suburbs",NA,NA,NA,-86.2343191804057,-59.2296743561251
"266",266,"Boston_Charlestown","BRPC_Regional Urban Centers",NA,NA,NA,-90.6121675507396,-58.4650953681364
"267",267,"Boston_Charlestown","BRPC_Rural Towns",0,0,0,-99.9999008400965,-99.9997048258326
"268",268,"Boston_Charlestown","Cambridge_All",NA,NA,NA,137.99767170921,276.977138970367
"269",269,"Boston_Charlestown","CCC_Developing Suburbs",NA,NA,NA,-32.2385380628475,107.120044586756
"270",270,"Boston_Charlestown","CCC_Maturing Suburbs",NA,NA,NA,-71.5839756684241,12.6927255648179
"271",271,"Boston_Charlestown","CCC_Rural Towns",NA,NA,NA,-49.455955639351,100.757747855542
"272",272,"Boston_Charlestown","Chelsea_Ward 3",NA,NA,NA,93.980704561255,142.08017695872
"273",273,"Boston_Charlestown","Chelsea_Ward 4",NA,NA,NA,106.914541674212,141.43842476117
"274",274,"Boston_Charlestown","CMRPC_Developing Suburbs",NA,NA,NA,-93.8417280852046,-81.4841554474574
"275",275,"Boston_Charlestown","CMRPC_Regional Urban Centers",0,0,0,-99.999916643427,-99.9998276159953
"276",276,"Boston_Charlestown","Everett_All",NA,NA,NA,161.246973261118,286.927512644079
"277",277,"Boston_Charlestown","Fall River_Sector 1",0,0,0,-99.9997839974949,-99.9996557593257
"278",278,"Boston_Charlestown","Fall River_Sector 2",0,0,0,-99.9998393073066,-99.9997373888051
"279",279,"Boston_Charlestown","Fall River_Sector 5",0,0,0,-99.999717250431,-99.9996525727824
"280",280,"Boston_Charlestown","Fall River_Sector 7",0,0,0,-99.9998738709111,-99.9995163504913
"281",281,"Boston_Charlestown","Fall River_Sector 8",0,0,0,-99.9997977628071,-99.9997337059446
"282",282,"Boston_Charlestown","Fall River_Sector 9",0,0,0,-99.9998371993093,-99.9997777521036
"283",283,"Boston_Charlestown","Framingham_All",NA,NA,NA,-41.0648978477141,15.6702965255197
"284",284,"Boston_Charlestown","FRCOG_Developing Suburbs",0,0,0,-99.9999326483346,-99.9998145947136
"285",285,"Boston_Charlestown","FRCOG_Rural Towns",NA,NA,NA,-83.0658691277481,-55.1033567493526
"286",286,"Boston_Charlestown","ICC_Inner Core",175,206,140,141.445749528266,279.097791729279
"287",287,"Boston_Charlestown","ICC_Maturing Suburbs",NA,NA,NA,54.0293389610524,159.247766670367
"288",288,"Boston_Charlestown","Lawrence_Ward A",0,0,0,-99.9998304568823,-99.9993672327592
"289",289,"Boston_Charlestown","Lawrence_Ward C",0,0,0,-99.9997713555901,-99.9996820869171
"290",290,"Boston_Charlestown","Lawrence_Ward D",0,0,0,-99.9998433219555,-99.9993863912004
"291",291,"Boston_Charlestown","Lawrence_Ward E",0,0,0,-99.9998022831299,-99.9997544512948
"292",292,"Boston_Charlestown","Lawrence_Ward F",0,0,0,-99.9997492226603,-99.99967946298
"293",293,"Boston_Charlestown","Lowell_Acre",0,0,0,-99.9996619957702,-99.999612362306
"294",294,"Boston_Charlestown","Lowell_Centralville",NA,NA,NA,-62.122741797204,-48.1901397502781
"295",295,"Boston_Charlestown","Lowell_Highlands",0,0,0,-99.999859619125,-99.9998031097037
"296",296,"Boston_Charlestown","Lowell_Lower Belvidere",0,0,0,-99.9999224199924,-99.9996982966607
"297",297,"Boston_Charlestown","Lowell_Lower Highlands",0,0,0,-99.9997572962586,-99.9996637529373
"298",298,"Boston_Charlestown","Lowell_Pawtucketville",0,0,0,-99.9998311194362,-99.9997568110104
"299",299,"Boston_Charlestown","Lynn_Ward 1",0,0,0,-99.9998394400121,-99.9997572137869
"300",300,"Boston_Charlestown","Lynn_Ward 3",NA,NA,NA,-72.6620233110549,-62.09672933859
"301",301,"Boston_Charlestown","Lynn_Ward 4",0,0,0,-99.9998216739543,-99.9998022522674
"302",302,"Boston_Charlestown","Lynn_Ward 5",NA,NA,NA,-61.8870502832908,-49.2499275521089
"303",303,"Boston_Charlestown","Lynn_Ward 7",0,0,0,-99.9998438045307,-99.999768638803
"304",304,"Boston_Charlestown","MAGIC_Developing Suburbs",NA,NA,NA,-89.3761717260507,-78.4165832508702
"305",305,"Boston_Charlestown","MAGIC_Maturing Suburbs",NA,NA,NA,34.8770397378004,203.075169041774
"306",306,"Boston_Charlestown","Metrowest_Developing Suburbs",NA,NA,NA,-63.7508023285121,-20.7581772436445
"307",307,"Boston_Charlestown","Metrowest_Maturing Suburbs",NA,NA,NA,142.167199918972,355.69713356605
"308",308,"Boston_Charlestown","Metrowest_Regional Urban Centers",NA,NA,NA,-85.7127369222094,-75.7145068300385
"309",309,"Boston_Charlestown","MRPC_Developing Suburbs",NA,NA,NA,-85.2343759402712,-64.9052044883639
"310",310,"Boston_Charlestown","MRPC_Regional Urban Centers",0,0,0,-99.9999766326497,-99.9998268484228
"311",311,"Boston_Charlestown","MRPC_Rural Towns",0,0,0,-99.9998693154991,-99.9997426742985
"312",312,"Boston_Charlestown","MVC_Developing Suburbs",NA,NA,NA,-10.9960834591024,388.594752170345
"313",313,"Boston_Charlestown","MVPC_Developing Suburbs",NA,NA,NA,28.7936200594334,177.326995190669
"314",314,"Boston_Charlestown","MVPC_Regional Urban Centers",NA,NA,NA,-35.6931439417511,58.9176315556435
"315",315,"Boston_Charlestown","New Bedford_Neighborhood 1",0,0,0,-99.9998653751206,-99.9997957271145
"316",316,"Boston_Charlestown","New Bedford_Neighborhood 2",0,0,0,-99.9998393294394,-99.9997648293516
"317",317,"Boston_Charlestown","New Bedford_Neighborhood 3",0,0,0,-99.9998451935426,-99.9997652008179
"318",318,"Boston_Charlestown","New Bedford_Neighborhood 4",0,0,0,-99.999834144263,-99.9997658594093
"319",319,"Boston_Charlestown","New Bedford_Neighborhood 5",0,0,0,-99.9998538651278,-99.9997325529367
"320",320,"Boston_Charlestown","Newton_Ward 2",NA,NA,NA,119.855459138629,166.087145951417
"321",321,"Boston_Charlestown","Newton_Ward 3",NA,NA,NA,52.0124409604081,108.478169099984
"322",322,"Boston_Charlestown","Newton_Ward 5",NA,NA,NA,6.95844316119048,34.0274080631398
"323",323,"Boston_Charlestown","Newton_Ward 7",NA,NA,NA,400.851551513239,692.307119325185
"324",324,"Boston_Charlestown","Newton_Ward 8",0,0,0,-99.9997654334814,-99.9998660267177
"325",325,"Boston_Charlestown","NMCOG_Developing Suburbs",NA,NA,NA,-40.9126870328105,45.1572792864103
"326",326,"Boston_Charlestown","NMCOG_Maturing Suburbs",NA,NA,NA,-65.2699599324942,-17.5213716086183
"327",327,"Boston_Charlestown","NSPC_Maturing Suburbs",89,114,69,198.437495632077,488.67231072633
"328",328,"Boston_Charlestown","NSPC_Regional Urban Centers",NA,NA,NA,-45.0292319119593,-11.2938435156028
"329",329,"Boston_Charlestown","NSTF_Developing Suburbs",NA,NA,NA,144.092338598413,403.858226689383
"330",330,"Boston_Charlestown","NSTF_Maturing Suburbs",NA,NA,NA,149.407932864283,396.863385274863
"331",331,"Boston_Charlestown","NSTF_Regional Urban Centers",NA,NA,NA,8.11540429147115,168.737131963446
"332",332,"Boston_Charlestown","OCPC_Developing Suburbs",NA,NA,NA,-75.1816696435512,-45.2831329890592
"333",333,"Boston_Charlestown","PVPC_Developing Suburbs",0,0,0,-99.9999950179445,-99.9996920779658
"334",334,"Boston_Charlestown","PVPC_Maturing Suburbs",NA,NA,NA,-63.3269788744638,11.2459819092148
"335",335,"Boston_Charlestown","PVPC_Regional Urban Centers",NA,NA,NA,-92.4478546954535,-74.4699077130134
"336",336,"Boston_Charlestown","PVPC_Rural Towns",0,0,0,-99.9999142810845,-99.9997960704642
"337",337,"Boston_Charlestown","Quincy_Houghs Neck",NA,NA,NA,4.24730166702869,41.8441066107786
"338",338,"Boston_Charlestown","Quincy_North Quincy",NA,NA,NA,7.30397055144063,34.6784341299968
"339",339,"Boston_Charlestown","Quincy_Quincy Center",NA,NA,NA,130.611125919191,104.810269015729
"340",340,"Boston_Charlestown","Quincy_South Quincy",NA,NA,NA,-13.5845011213993,-9.32816320580816
"341",341,"Boston_Charlestown","Quincy_Wollaston",NA,NA,NA,38.74178272105,95.5162156613149
"342",342,"Boston_Charlestown","Somerville_2143",NA,NA,NA,311.603393845817,305.589062100349
"343",343,"Boston_Charlestown","Somerville_2144",NA,NA,NA,111.691494846515,107.092425330143
"344",344,"Boston_Charlestown","Somerville_2145",NA,NA,NA,340.552129253668,452.688214016919
"345",345,"Boston_Charlestown","Springfield_East Forest Park",NA,NA,NA,-49.9471271081873,-18.4713998972271
"346",346,"Boston_Charlestown","Springfield_Forest Park",0,0,0,-99.9998847884594,-99.9995287395788
"347",347,"Boston_Charlestown","Springfield_Indian Orchard",0,0,0,-99.9997713555901,-99.9996985069497
"348",348,"Boston_Charlestown","Springfield_Liberty Heights",0,0,0,-99.9998428999006,-99.99940843105
"349",349,"Boston_Charlestown","Springfield_McKnight",0,0,0,-99.999890991979,-99.9995048304874
"350",350,"Boston_Charlestown","Springfield_Pine Point",NA,NA,NA,-68.1906637495486,-47.8239330109702
"351",351,"Boston_Charlestown","Springfield_Sixteen Acres",0,0,0,-99.9998824624787,-99.9997804392784
"352",352,"Boston_Charlestown","Springfield_South End",0,0,0,-99.9998378780437,-99.9997814606439
"353",353,"Boston_Charlestown","SRPEDD_Developing Suburbs",NA,NA,NA,-86.1062787157921,-60.9623944519118
"354",354,"Boston_Charlestown","SRPEDD_Maturing Suburbs",NA,NA,NA,-77.0419218497629,-55.4490770233929
"355",355,"Boston_Charlestown","SRPEDD_Regional Urban Centers",NA,NA,NA,-86.0792417928035,-65.4758944783668
"356",356,"Boston_Charlestown","SSC_Developing Suburbs",NA,NA,NA,142.193668038779,343.297551139015
"357",357,"Boston_Charlestown","SSC_Maturing Suburbs",NA,NA,NA,38.5841919405185,191.166302671094
"358",358,"Boston_Charlestown","SWAP_Developing Suburbs",NA,NA,NA,-79.7160795732585,-50.4921164661854
"359",359,"Boston_Charlestown","SWAP_Regional Urban Centers",NA,NA,NA,-79.7286323755819,-57.905649883636
"360",360,"Boston_Charlestown","TRIC_Developing Suburbs",NA,NA,NA,-88.3215798441893,-77.2487199284385
"361",361,"Boston_Charlestown","TRIC_Maturing Suburbs",NA,NA,NA,1.60308991536038,96.0328427473972
"362",362,"Boston_Charlestown","TRIC_Regional Urban Centers",NA,NA,NA,-80.7362071367182,-70.3205398207765
"363",363,"Boston_Charlestown","Worcester_Burncoat",NA,NA,NA,-85.5690132593654,-79.4746511414323
"364",364,"Boston_Charlestown","Worcester_Doherty",0,0,0,-99.9999538462577,-99.9997926158546
"365",365,"Boston_Charlestown","Worcester_North",0,0,0,-99.9999305329308,-99.9997516193949
"366",366,"Boston_Charlestown","Worcester_South",0,0,0,-99.9999209187451,-99.9996823451679
"367",367,"Boston_Dorchester","Boston_Allston/Brighton",84,107,67,57.5491111022142,32.867752730199
"368",368,"Boston_Dorchester","Boston_Back Bay, Downtown, Beacon Hill, West &amp; North End",71,89,56,58.6378552038024,9.28480974398484
"369",369,"Boston_Dorchester","Boston_Charlestown",NA,NA,NA,209.869280873643,119.892936995288
"370",370,"Boston_Dorchester","Boston_Dorchester",63297,63877,62689,NA,NA
"371",371,"Boston_Dorchester","Boston_East Boston",NA,NA,NA,129.623358795656,155.705330069319
"372",372,"Boston_Dorchester","Boston_Fenway",79,94,58,284.806265035831,232.072360697133
"373",373,"Boston_Dorchester","Boston_Hyde Park",280,317,242,931.8930121232,1084.32349764659
"374",374,"Boston_Dorchester","Boston_Jamaica Plain",136,165,113,407.943818026559,328.674947385741
"375",375,"Boston_Dorchester","Boston_Mattapan",307,354,273,1785.16421571848,2344.17247420874
"376",376,"Boston_Dorchester","Boston_Roslindale",139,166,110,530.880406938262,475.15749680876
"377",377,"Boston_Dorchester","Boston_Roxbury",399,448,361,1670.77886922055,1852.11473814237
"378",378,"Boston_Dorchester","Boston_South Boston",132,156,111,329.138403165257,197.046056553141
"379",379,"Boston_Dorchester","Boston_South End",148,178,115,460.057376399326,298.840073121562
"380",380,"Boston_Dorchester","Boston_West Roxbury",79,96,55,249.388413502071,223.639611320941
"381",381,"Boston_Dorchester","Brockton_Ward 1",NA,NA,NA,147.884327689879,141.381929050604
"382",382,"Boston_Dorchester","Brockton_Ward 2",NA,NA,NA,286.994687318654,185.969026088082
"383",383,"Boston_Dorchester","Brockton_Ward 4",NA,NA,NA,240.330067432819,239.719823751401
"384",384,"Boston_Dorchester","Brockton_Ward 5",NA,NA,NA,107.648392761215,82.7046586046259
"385",385,"Boston_Dorchester","Brockton_Ward 6",NA,NA,NA,222.16104611832,244.625959761614
"386",386,"Boston_Dorchester","Brockton_Ward 7",NA,NA,NA,409.418838704049,316.440270772778
"387",387,"Boston_Dorchester","BRPC_Developing Suburbs",0,0,0,-99.9999600863853,-99.9999215242777
"388",388,"Boston_Dorchester","BRPC_Regional Urban Centers",NA,NA,NA,-97.7939851414974,-93.5144465344184
"389",389,"Boston_Dorchester","BRPC_Rural Towns",0,0,0,-99.9999366140774,-99.9999539056823
"390",390,"Boston_Dorchester","Cambridge_All",85,107,62,3.41425773326953,12.2736932070924
"391",391,"Boston_Dorchester","CCC_Developing Suburbs",NA,NA,NA,-78.7909591658497,-56.7887583044839
"392",392,"Boston_Dorchester","CCC_Maturing Suburbs",NA,NA,NA,-86.1006888497051,-63.0861936684342
"393",393,"Boston_Dorchester","CCC_Rural Towns",NA,NA,NA,-64.349734748078,-4.84587029334699
"394",394,"Boston_Dorchester","Chelsea_Ward 3",NA,NA,NA,91.5964001848021,62.4016644653253
"395",395,"Boston_Dorchester","Chelsea_Ward 4",NA,NA,NA,94.5996510390654,54.0296449411069
"396",396,"Boston_Dorchester","CMRPC_Developing Suburbs",NA,NA,NA,-92.3965750649923,-84.7958667428431
"397",397,"Boston_Dorchester","CMRPC_Regional Urban Centers",NA,NA,NA,-82.7154473485149,-76.1781804752228
"398",398,"Boston_Dorchester","Everett_All",NA,NA,NA,105.375359908553,108.063147188083
"399",399,"Boston_Dorchester","Fall River_Sector 1",NA,NA,NA,-88.8089913856329,-88.1330353918888
"400",400,"Boston_Dorchester","Fall River_Sector 2",NA,NA,NA,-66.6781116935628,-63.6250572394692
"401",401,"Boston_Dorchester","Fall River_Sector 5",NA,NA,NA,17.3624180378415,-2.67912982376237
"402",402,"Boston_Dorchester","Fall River_Sector 7",NA,NA,NA,-47.648297726969,-50.5928720309
"403",403,"Boston_Dorchester","Fall River_Sector 8",NA,NA,NA,-89.5221870282251,-90.8246383202299
"404",404,"Boston_Dorchester","Fall River_Sector 9",NA,NA,NA,-66.2409723501466,-69.2475892121782
"405",405,"Boston_Dorchester","Framingham_All",NA,NA,NA,-58.4977954556286,-45.4497240477432
"406",406,"Boston_Dorchester","FRCOG_Developing Suburbs",NA,NA,NA,-89.5279597425411,-80.8006845664047
